2010_CT,AY,GL,Count
80,20032004,1,0.0
80,20032004,2,0.0
80,20032004,3,0.0
80,20032004,4,0.0
80,20032004,5,0.0
80,20032004,K,0.0
80,20042005,1,0.0
80,20042005,2,0.0
80,20042005,3,0.0
80,20042005,4,0.0
80,20042005,5,0.0
80,20042005,K,0.0
80,20052006,1,0.0
80,20052006,2,0.0
80,20052006,3,0.0
80,20052006,4,0.0
80,20052006,5,0.0
80,20052006,K,0.0
80,20062007,1,0.0
80,20062007,2,0.0
80,20062007,3,0.0
80,20062007,4,0.0
80,20062007,5,0.0
80,20062007,K,0.0
80,20072008,1,0.0
80,20072008,2,0.0
80,20072008,3,0.0
80,20072008,4,0.0
80,20072008,5,0.0
80,20072008,K,0.0
80,20082009,1,0.0
80,20082009,2,0.0
80,20082009,3,0.0
80,20082009,4,0.0
80,20082009,5,0.0
80,20082009,K,0.0
82,20012002,1,1.0
82,20012002,2,0.0
82,20012002,3,0.0
82,20012002,4,0.0
82,20012002,5,0.0
82,20012002,K,0.0
82,20022003,1,0.0
82,20022003,2,1.0
82,20022003,3,0.0
82,20022003,4,0.0
82,20022003,5,0.0
82,20022003,K,1.0
82,20032004,1,1.0
82,20032004,2,0.0
82,20032004,3,1.0
82,20032004,4,0.0
82,20032004,5,0.0
82,20032004,K,0.0
82,20042005,1,0.0
82,20042005,2,0.0
82,20042005,3,0.0
82,20042005,4,1.0
82,20042005,5,0.0
82,20042005,K,0.0
82,20052006,1,0.0
82,20052006,2,0.0
82,20052006,3,0.0
82,20052006,4,0.0
82,20052006,5,1.0
82,20052006,K,0.0
82,20062007,1,0.0
82,20062007,2,0.0
82,20062007,3,0.0
82,20062007,4,0.0
82,20062007,5,0.0
82,20062007,K,0.0
82,20072008,1,0.0
82,20072008,2,0.0
82,20072008,3,0.0
82,20072008,4,0.0
82,20072008,5,0.0
82,20072008,K,0.0
82,20082009,1,0.0
82,20082009,2,0.0
82,20082009,3,0.0
82,20082009,4,0.0
82,20082009,5,0.0
82,20082009,K,0.0
90,20012002,1,0.0
90,20012002,2,0.0
90,20012002,3,0.0
90,20012002,4,0.0
90,20012002,5,0.0
90,20012002,K,0.0
90,20022003,1,0.0
90,20022003,2,0.0
90,20022003,3,0.0
90,20022003,4,0.0
90,20022003,5,1.0
90,20022003,K,0.0
90,20032004,1,0.0
90,20032004,2,0.0
90,20032004,3,0.0
90,20032004,4,0.0
90,20032004,5,0.0
90,20032004,K,0.0
90,20042005,1,0.0
90,20042005,2,0.0
90,20042005,3,0.0
90,20042005,4,0.0
90,20042005,5,0.0
90,20042005,K,0.0
90,20052006,1,0.0
90,20052006,2,0.0
90,20052006,3,0.0
90,20052006,4,0.0
90,20052006,5,0.0
90,20052006,K,0.0
90,20062007,1,0.0
90,20062007,2,0.0
90,20062007,3,0.0
90,20062007,4,0.0
90,20062007,5,0.0
90,20062007,K,0.0
90,20072008,1,0.0
90,20072008,2,0.0
90,20072008,3,0.0
90,20072008,4,0.0
90,20072008,5,0.0
90,20072008,K,0.0
90,20082009,1,0.0
90,20082009,2,0.0
90,20082009,3,0.0
90,20082009,4,0.0
90,20082009,5,0.0
90,20082009,K,0.0
94,20012002,1,14.0
94,20012002,2,3.0
94,20012002,3,10.0
94,20012002,4,8.0
94,20012002,5,8.0
94,20012002,K,12.0
94,20022003,1,10.0
94,20022003,2,9.0
94,20022003,3,2.0
94,20022003,4,11.0
94,20022003,5,6.0
94,20022003,K,10.0
94,20032004,1,10.0
94,20032004,2,10.0
94,20032004,3,9.0
94,20032004,4,4.0
94,20032004,5,12.0
94,20032004,K,6.0
94,20042005,1,7.0
94,20042005,2,10.0
94,20042005,3,8.0
94,20042005,4,8.0
94,20042005,5,4.0
94,20042005,K,13.0
94,20052006,1,15.0
94,20052006,2,10.0
94,20052006,3,11.0
94,20052006,4,11.0
94,20052006,5,9.0
94,20052006,K,7.0
94,20062007,1,6.0
94,20062007,2,14.0
94,20062007,3,10.0
94,20062007,4,8.0
94,20062007,5,12.0
94,20062007,K,12.0
94,20072008,1,8.0
94,20072008,2,5.0
94,20072008,3,14.0
94,20072008,4,9.0
94,20072008,5,6.0
94,20072008,K,7.0
94,20082009,1,8.0
94,20082009,2,7.0
94,20082009,3,7.0
94,20082009,4,13.0
94,20082009,5,10.0
94,20082009,K,6.0
96,20012002,1,0.0
96,20012002,2,1.0
96,20012002,3,0.0
96,20012002,4,1.0
96,20012002,5,2.0
96,20012002,K,0.0
96,20022003,1,0.0
96,20022003,2,0.0
96,20022003,3,2.0
96,20022003,4,0.0
96,20022003,5,1.0
96,20022003,K,0.0
96,20032004,1,0.0
96,20032004,2,0.0
96,20032004,3,0.0
96,20032004,4,2.0
96,20032004,5,0.0
96,20032004,K,0.0
96,20042005,1,0.0
96,20042005,2,0.0
96,20042005,3,0.0
96,20042005,4,1.0
96,20042005,5,1.0
96,20042005,K,0.0
96,20052006,1,0.0
96,20052006,2,0.0
96,20052006,3,0.0
96,20052006,4,0.0
96,20052006,5,1.0
96,20052006,K,0.0
96,20062007,1,0.0
96,20062007,2,0.0
96,20062007,3,0.0
96,20062007,4,0.0
96,20062007,5,0.0
96,20062007,K,0.0
96,20072008,1,0.0
96,20072008,2,0.0
96,20072008,3,0.0
96,20072008,4,0.0
96,20072008,5,0.0
96,20072008,K,0.0
96,20082009,1,0.0
96,20082009,2,0.0
96,20082009,3,0.0
96,20082009,4,0.0
96,20082009,5,0.0
96,20082009,K,0.0
98,20012002,1,1.0
98,20012002,2,3.0
98,20012002,3,1.0
98,20012002,4,0.0
98,20012002,5,0.0
98,20012002,K,0.0
98,20022003,1,0.0
98,20022003,2,1.0
98,20022003,3,3.0
98,20022003,4,1.0
98,20022003,5,0.0
98,20022003,K,0.0
98,20032004,1,0.0
98,20032004,2,0.0
98,20032004,3,2.0
98,20032004,4,2.0
98,20032004,5,1.0
98,20032004,K,0.0
98,20042005,1,0.0
98,20042005,2,0.0
98,20042005,3,0.0
98,20042005,4,2.0
98,20042005,5,1.0
98,20042005,K,0.0
98,20052006,1,0.0
98,20052006,2,0.0
98,20052006,3,0.0
98,20052006,4,0.0
98,20052006,5,2.0
98,20052006,K,0.0
98,20062007,1,0.0
98,20062007,2,0.0
98,20062007,3,0.0
98,20062007,4,0.0
98,20062007,5,0.0
98,20062007,K,0.0
98,20072008,1,0.0
98,20072008,2,0.0
98,20072008,3,0.0
98,20072008,4,0.0
98,20072008,5,0.0
98,20072008,K,0.0
98,20082009,1,0.0
98,20082009,2,0.0
98,20082009,3,0.0
98,20082009,4,0.0
98,20082009,5,0.0
98,20082009,K,0.0
100,20012002,1,31.0
100,20012002,2,27.0
100,20012002,3,24.0
100,20012002,4,28.0
100,20012002,5,23.0
100,20012002,K,28.0
100,20022003,1,29.0
100,20022003,2,34.0
100,20022003,3,23.0
100,20022003,4,25.0
100,20022003,5,24.0
100,20022003,K,33.0
100,20032004,1,32.0
100,20032004,2,37.0
100,20032004,3,26.0
100,20032004,4,22.0
100,20032004,5,26.0
100,20032004,K,21.0
100,20042005,1,24.0
100,20042005,2,29.0
100,20042005,3,25.0
100,20042005,4,24.0
100,20042005,5,17.0
100,20042005,K,21.0
100,20052006,1,22.0
100,20052006,2,24.0
100,20052006,3,23.0
100,20052006,4,18.0
100,20052006,5,20.0
100,20052006,K,26.0
100,20062007,1,27.0
100,20062007,2,17.0
100,20062007,3,24.0
100,20062007,4,24.0
100,20062007,5,15.0
100,20062007,K,24.0
100,20072008,1,23.0
100,20072008,2,25.0
100,20072008,3,17.0
100,20072008,4,16.0
100,20072008,5,23.0
100,20072008,K,9.0
100,20082009,1,17.0
100,20082009,2,22.0
100,20082009,3,24.0
100,20082009,4,16.0
100,20082009,5,15.0
100,20082009,K,27.0
102,20012002,1,53.0
102,20012002,2,60.0
102,20012002,3,60.0
102,20012002,4,44.0
102,20012002,5,51.0
102,20012002,K,37.0
102,20022003,1,47.0
102,20022003,2,45.0
102,20022003,3,59.0
102,20022003,4,59.0
102,20022003,5,39.0
102,20022003,K,34.0
102,20032004,1,39.0
102,20032004,2,51.0
102,20032004,3,39.0
102,20032004,4,65.0
102,20032004,5,61.0
102,20032004,K,56.0
102,20042005,1,60.0
102,20042005,2,38.0
102,20042005,3,42.0
102,20042005,4,42.0
102,20042005,5,63.0
102,20042005,K,54.0
102,20052006,1,49.0
102,20052006,2,57.0
102,20052006,3,47.0
102,20052006,4,36.0
102,20052006,5,44.0
102,20052006,K,53.0
102,20062007,1,61.0
102,20062007,2,51.0
102,20062007,3,59.0
102,20062007,4,34.0
102,20062007,5,38.0
102,20062007,K,46.0
102,20072008,1,46.0
102,20072008,2,56.0
102,20072008,3,53.0
102,20072008,4,50.0
102,20072008,5,32.0
102,20072008,K,41.0
102,20082009,1,50.0
102,20082009,2,47.0
102,20082009,3,52.0
102,20082009,4,59.0
102,20082009,5,53.0
102,20082009,K,44.0
104,20012002,1,79.0
104,20012002,2,77.0
104,20012002,3,53.0
104,20012002,4,63.0
104,20012002,5,55.0
104,20012002,K,67.0
104,20022003,1,76.0
104,20022003,2,71.0
104,20022003,3,68.0
104,20022003,4,53.0
104,20022003,5,65.0
104,20022003,K,86.0
104,20032004,1,83.0
104,20032004,2,67.0
104,20032004,3,67.0
104,20032004,4,65.0
104,20032004,5,63.0
104,20032004,K,73.0
104,20042005,1,79.0
104,20042005,2,81.0
104,20042005,3,66.0
104,20042005,4,60.0
104,20042005,5,65.0
104,20042005,K,67.0
104,20052006,1,73.0
104,20052006,2,74.0
104,20052006,3,77.0
104,20052006,4,65.0
104,20052006,5,54.0
104,20052006,K,78.0
104,20062007,1,72.0
104,20062007,2,67.0
104,20062007,3,74.0
104,20062007,4,70.0
104,20062007,5,63.0
104,20062007,K,69.0
104,20072008,1,69.0
104,20072008,2,71.0
104,20072008,3,67.0
104,20072008,4,65.0
104,20072008,5,71.0
104,20072008,K,61.0
104,20082009,1,71.0
104,20082009,2,68.0
104,20082009,3,68.0
104,20082009,4,69.0
104,20082009,5,65.0
104,20082009,K,77.0
106,20012002,1,55.0
106,20012002,2,48.0
106,20012002,3,51.0
106,20012002,4,43.0
106,20012002,5,46.0
106,20012002,K,43.0
106,20022003,1,47.0
106,20022003,2,50.0
106,20022003,3,56.0
106,20022003,4,52.0
106,20022003,5,44.0
106,20022003,K,37.0
106,20032004,1,47.0
106,20032004,2,43.0
106,20032004,3,47.0
106,20032004,4,53.0
106,20032004,5,45.0
106,20032004,K,41.0
106,20042005,1,39.0
106,20042005,2,40.0
106,20042005,3,40.0
106,20042005,4,45.0
106,20042005,5,48.0
106,20042005,K,54.0
106,20052006,1,50.0
106,20052006,2,34.0
106,20052006,3,40.0
106,20052006,4,37.0
106,20052006,5,40.0
106,20052006,K,39.0
106,20062007,1,46.0
106,20062007,2,55.0
106,20062007,3,40.0
106,20062007,4,44.0
106,20062007,5,28.0
106,20062007,K,35.0
106,20072008,1,36.0
106,20072008,2,42.0
106,20072008,3,52.0
106,20072008,4,43.0
106,20072008,5,45.0
106,20072008,K,37.0
106,20082009,1,42.0
106,20082009,2,30.0
106,20082009,3,38.0
106,20082009,4,53.0
106,20082009,5,38.0
106,20082009,K,37.0
108,20012002,1,36.0
108,20012002,2,32.0
108,20012002,3,28.0
108,20012002,4,27.0
108,20012002,5,36.0
108,20012002,K,44.0
108,20022003,1,39.0
108,20022003,2,32.0
108,20022003,3,29.0
108,20022003,4,30.0
108,20022003,5,23.0
108,20022003,K,30.0
108,20032004,1,30.0
108,20032004,2,39.0
108,20032004,3,29.0
108,20032004,4,20.0
108,20032004,5,27.0
108,20032004,K,28.0
108,20042005,1,30.0
108,20042005,2,28.0
108,20042005,3,39.0
108,20042005,4,25.0
108,20042005,5,19.0
108,20042005,K,34.0
108,20052006,1,29.0
108,20052006,2,28.0
108,20052006,3,34.0
108,20052006,4,34.0
108,20052006,5,23.0
108,20052006,K,30.0
108,20062007,1,43.0
108,20062007,2,34.0
108,20062007,3,30.0
108,20062007,4,37.0
108,20062007,5,36.0
108,20062007,K,43.0
108,20072008,1,48.0
108,20072008,2,35.0
108,20072008,3,31.0
108,20072008,4,31.0
108,20072008,5,37.0
108,20072008,K,33.0
108,20082009,1,39.0
108,20082009,2,52.0
108,20082009,3,30.0
108,20082009,4,37.0
108,20082009,5,28.0
108,20082009,K,38.0
110,20012002,1,0.0
110,20012002,2,0.0
110,20012002,3,0.0
110,20012002,4,0.0
110,20012002,5,1.0
110,20012002,K,0.0
110,20022003,1,0.0
110,20022003,2,0.0
110,20022003,3,0.0
110,20022003,4,0.0
110,20022003,5,0.0
110,20022003,K,0.0
110,20032004,1,0.0
110,20032004,2,0.0
110,20032004,3,0.0
110,20032004,4,0.0
110,20032004,5,0.0
110,20032004,K,0.0
110,20042005,1,0.0
110,20042005,2,0.0
110,20042005,3,1.0
110,20042005,4,0.0
110,20042005,5,0.0
110,20042005,K,0.0
110,20052006,1,0.0
110,20052006,2,0.0
110,20052006,3,0.0
110,20052006,4,1.0
110,20052006,5,0.0
110,20052006,K,0.0
110,20062007,1,0.0
110,20062007,2,0.0
110,20062007,3,0.0
110,20062007,4,0.0
110,20062007,5,1.0
110,20062007,K,0.0
110,20072008,1,0.0
110,20072008,2,0.0
110,20072008,3,0.0
110,20072008,4,1.0
110,20072008,5,0.0
110,20072008,K,0.0
110,20082009,1,0.0
110,20082009,2,0.0
110,20082009,3,0.0
110,20082009,4,0.0
110,20082009,5,1.0
110,20082009,K,0.0
114,20012002,1,26.0
114,20012002,2,12.0
114,20012002,3,18.0
114,20012002,4,12.0
114,20012002,5,15.0
114,20012002,K,18.0
114,20022003,1,18.0
114,20022003,2,21.0
114,20022003,3,9.0
114,20022003,4,18.0
114,20022003,5,10.0
114,20022003,K,6.0
114,20032004,1,7.0
114,20032004,2,12.0
114,20032004,3,17.0
114,20032004,4,8.0
114,20032004,5,10.0
114,20032004,K,18.0
114,20042005,1,23.0
114,20042005,2,9.0
114,20042005,3,14.0
114,20042005,4,20.0
114,20042005,5,7.0
114,20042005,K,11.0
114,20052006,1,10.0
114,20052006,2,24.0
114,20052006,3,10.0
114,20052006,4,12.0
114,20052006,5,22.0
114,20052006,K,12.0
114,20062007,1,9.0
114,20062007,2,9.0
114,20062007,3,18.0
114,20062007,4,10.0
114,20062007,5,13.0
114,20062007,K,11.0
114,20072008,1,11.0
114,20072008,2,9.0
114,20072008,3,6.0
114,20072008,4,15.0
114,20072008,5,10.0
114,20072008,K,11.0
114,20082009,1,11.0
114,20082009,2,9.0
114,20082009,3,8.0
114,20082009,4,7.0
114,20082009,5,14.0
114,20082009,K,16.0
116,20012002,1,61.0
116,20012002,2,39.0
116,20012002,3,55.0
116,20012002,4,51.0
116,20012002,5,38.0
116,20012002,K,60.0
116,20022003,1,70.0
116,20022003,2,54.0
116,20022003,3,46.0
116,20022003,4,54.0
116,20022003,5,52.0
116,20022003,K,49.0
116,20032004,1,55.0
116,20032004,2,60.0
116,20032004,3,54.0
116,20032004,4,50.0
116,20032004,5,51.0
116,20032004,K,51.0
116,20042005,1,61.0
116,20042005,2,60.0
116,20042005,3,59.0
116,20042005,4,56.0
116,20042005,5,56.0
116,20042005,K,57.0
116,20052006,1,63.0
116,20052006,2,53.0
116,20052006,3,59.0
116,20052006,4,54.0
116,20052006,5,58.0
116,20052006,K,73.0
116,20062007,1,80.0
116,20062007,2,55.0
116,20062007,3,63.0
116,20062007,4,63.0
116,20062007,5,62.0
116,20062007,K,80.0
116,20072008,1,79.0
116,20072008,2,72.0
116,20072008,3,57.0
116,20072008,4,59.0
116,20072008,5,59.0
116,20072008,K,54.0
116,20082009,1,54.0
116,20082009,2,73.0
116,20082009,3,76.0
116,20082009,4,53.0
116,20082009,5,56.0
116,20082009,K,86.0
118,20012002,1,26.0
118,20012002,2,23.0
118,20012002,3,26.0
118,20012002,4,21.0
118,20012002,5,22.0
118,20012002,K,14.0
118,20022003,1,18.0
118,20022003,2,33.0
118,20022003,3,22.0
118,20022003,4,27.0
118,20022003,5,18.0
118,20022003,K,24.0
118,20032004,1,28.0
118,20032004,2,16.0
118,20032004,3,32.0
118,20032004,4,21.0
118,20032004,5,25.0
118,20032004,K,25.0
118,20042005,1,26.0
118,20042005,2,25.0
118,20042005,3,18.0
118,20042005,4,29.0
118,20042005,5,21.0
118,20042005,K,19.0
118,20052006,1,22.0
118,20052006,2,30.0
118,20052006,3,21.0
118,20052006,4,16.0
118,20052006,5,29.0
118,20052006,K,29.0
118,20062007,1,24.0
118,20062007,2,22.0
118,20062007,3,31.0
118,20062007,4,25.0
118,20062007,5,19.0
118,20062007,K,30.0
118,20072008,1,34.0
118,20072008,2,22.0
118,20072008,3,20.0
118,20072008,4,34.0
118,20072008,5,24.0
118,20072008,K,17.0
118,20082009,1,21.0
118,20082009,2,33.0
118,20082009,3,21.0
118,20082009,4,24.0
118,20082009,5,31.0
118,20082009,K,20.0
120,20012002,1,12.0
120,20012002,2,19.0
120,20012002,3,16.0
120,20012002,4,12.0
120,20012002,5,14.0
120,20012002,K,11.0
120,20022003,1,10.0
120,20022003,2,15.0
120,20022003,3,19.0
120,20022003,4,16.0
120,20022003,5,11.0
120,20022003,K,13.0
120,20032004,1,16.0
120,20032004,2,10.0
120,20032004,3,16.0
120,20032004,4,18.0
120,20032004,5,13.0
120,20032004,K,13.0
120,20042005,1,15.0
120,20042005,2,18.0
120,20042005,3,13.0
120,20042005,4,14.0
120,20042005,5,18.0
120,20042005,K,14.0
120,20052006,1,16.0
120,20052006,2,14.0
120,20052006,3,22.0
120,20052006,4,14.0
120,20052006,5,16.0
120,20052006,K,13.0
120,20062007,1,11.0
120,20062007,2,16.0
120,20062007,3,18.0
120,20062007,4,19.0
120,20062007,5,11.0
120,20062007,K,21.0
120,20072008,1,22.0
120,20072008,2,13.0
120,20072008,3,16.0
120,20072008,4,15.0
120,20072008,5,19.0
120,20072008,K,11.0
120,20082009,1,13.0
120,20082009,2,23.0
120,20082009,3,15.0
120,20082009,4,18.0
120,20082009,5,19.0
120,20082009,K,22.0
122,20012002,1,80.0
122,20012002,2,75.0
122,20012002,3,71.0
122,20012002,4,81.0
122,20012002,5,67.0
122,20012002,K,72.0
122,20022003,1,72.0
122,20022003,2,70.0
122,20022003,3,74.0
122,20022003,4,68.0
122,20022003,5,73.0
122,20022003,K,59.0
122,20032004,1,55.0
122,20032004,2,76.0
122,20032004,3,58.0
122,20032004,4,68.0
122,20032004,5,68.0
122,20032004,K,55.0
122,20042005,1,54.0
122,20042005,2,61.0
122,20042005,3,61.0
122,20042005,4,48.0
122,20042005,5,71.0
122,20042005,K,62.0
122,20052006,1,65.0
122,20052006,2,58.0
122,20052006,3,52.0
122,20052006,4,57.0
122,20052006,5,48.0
122,20052006,K,69.0
122,20062007,1,78.0
122,20062007,2,62.0
122,20062007,3,52.0
122,20062007,4,47.0
122,20062007,5,58.0
122,20062007,K,51.0
122,20072008,1,59.0
122,20072008,2,82.0
122,20072008,3,54.0
122,20072008,4,47.0
122,20072008,5,49.0
122,20072008,K,41.0
122,20082009,1,54.0
122,20082009,2,58.0
122,20082009,3,75.0
122,20082009,4,52.0
122,20082009,5,42.0
122,20082009,K,50.0
126,20012002,1,23.0
126,20012002,2,33.0
126,20012002,3,35.0
126,20012002,4,26.0
126,20012002,5,23.0
126,20012002,K,30.0
126,20022003,1,26.0
126,20022003,2,22.0
126,20022003,3,33.0
126,20022003,4,34.0
126,20022003,5,18.0
126,20022003,K,30.0
126,20032004,1,30.0
126,20032004,2,19.0
126,20032004,3,23.0
126,20032004,4,28.0
126,20032004,5,31.0
126,20032004,K,19.0
126,20042005,1,22.0
126,20042005,2,30.0
126,20042005,3,21.0
126,20042005,4,26.0
126,20042005,5,28.0
126,20042005,K,25.0
126,20052006,1,26.0
126,20052006,2,22.0
126,20052006,3,31.0
126,20052006,4,26.0
126,20052006,5,33.0
126,20052006,K,30.0
126,20062007,1,28.0
126,20062007,2,28.0
126,20062007,3,27.0
126,20062007,4,33.0
126,20062007,5,28.0
126,20062007,K,33.0
126,20072008,1,31.0
126,20072008,2,30.0
126,20072008,3,32.0
126,20072008,4,27.0
126,20072008,5,32.0
126,20072008,K,33.0
126,20082009,1,33.0
126,20082009,2,28.0
126,20082009,3,33.0
126,20082009,4,31.0
126,20082009,5,26.0
126,20082009,K,36.0
130,20012002,1,50.0
130,20012002,2,46.0
130,20012002,3,46.0
130,20012002,4,32.0
130,20012002,5,43.0
130,20012002,K,34.0
130,20022003,1,37.0
130,20022003,2,51.0
130,20022003,3,50.0
130,20022003,4,43.0
130,20022003,5,36.0
130,20022003,K,48.0
130,20032004,1,49.0
130,20032004,2,38.0
130,20032004,3,61.0
130,20032004,4,49.0
130,20032004,5,46.0
130,20032004,K,46.0
130,20042005,1,44.0
130,20042005,2,50.0
130,20042005,3,39.0
130,20042005,4,53.0
130,20042005,5,49.0
130,20042005,K,43.0
130,20052006,1,48.0
130,20052006,2,49.0
130,20052006,3,47.0
130,20052006,4,43.0
130,20052006,5,61.0
130,20052006,K,55.0
130,20062007,1,50.0
130,20062007,2,52.0
130,20062007,3,39.0
130,20062007,4,48.0
130,20062007,5,45.0
130,20062007,K,44.0
130,20072008,1,37.0
130,20072008,2,47.0
130,20072008,3,51.0
130,20072008,4,34.0
130,20072008,5,45.0
130,20072008,K,49.0
130,20082009,1,53.0
130,20082009,2,33.0
130,20082009,3,45.0
130,20082009,4,47.0
130,20082009,5,43.0
130,20082009,K,37.0
132,20012002,1,18.0
132,20012002,2,19.0
132,20012002,3,25.0
132,20012002,4,24.0
132,20012002,5,15.0
132,20012002,K,21.0
132,20022003,1,18.0
132,20022003,2,26.0
132,20022003,3,20.0
132,20022003,4,28.0
132,20022003,5,24.0
132,20022003,K,17.0
132,20032004,1,19.0
132,20032004,2,17.0
132,20032004,3,23.0
132,20032004,4,18.0
132,20032004,5,22.0
132,20032004,K,15.0
132,20042005,1,20.0
132,20042005,2,21.0
132,20042005,3,25.0
132,20042005,4,27.0
132,20042005,5,20.0
132,20042005,K,19.0
132,20052006,1,19.0
132,20052006,2,20.0
132,20052006,3,26.0
132,20052006,4,26.0
132,20052006,5,29.0
132,20052006,K,16.0
132,20062007,1,25.0
132,20062007,2,19.0
132,20062007,3,23.0
132,20062007,4,27.0
132,20062007,5,24.0
132,20062007,K,25.0
132,20072008,1,18.0
132,20072008,2,27.0
132,20072008,3,15.0
132,20072008,4,25.0
132,20072008,5,24.0
132,20072008,K,26.0
132,20082009,1,27.0
132,20082009,2,19.0
132,20082009,3,26.0
132,20082009,4,18.0
132,20082009,5,26.0
132,20082009,K,25.0
134,20012002,1,32.0
134,20012002,2,31.0
134,20012002,3,31.0
134,20012002,4,35.0
134,20012002,5,16.0
134,20012002,K,24.0
134,20022003,1,24.0
134,20022003,2,39.0
134,20022003,3,31.0
134,20022003,4,33.0
134,20022003,5,40.0
134,20022003,K,29.0
134,20032004,1,30.0
134,20032004,2,28.0
134,20032004,3,38.0
134,20032004,4,34.0
134,20032004,5,30.0
134,20032004,K,31.0
134,20042005,1,32.0
134,20042005,2,30.0
134,20042005,3,33.0
134,20042005,4,31.0
134,20042005,5,33.0
134,20042005,K,32.0
134,20052006,1,29.0
134,20052006,2,30.0
134,20052006,3,31.0
134,20052006,4,28.0
134,20052006,5,31.0
134,20052006,K,27.0
134,20062007,1,31.0
134,20062007,2,32.0
134,20062007,3,33.0
134,20062007,4,30.0
134,20062007,5,24.0
134,20062007,K,25.0
134,20072008,1,22.0
134,20072008,2,34.0
134,20072008,3,33.0
134,20072008,4,31.0
134,20072008,5,27.0
134,20072008,K,31.0
134,20082009,1,32.0
134,20082009,2,21.0
134,20082009,3,36.0
134,20082009,4,31.0
134,20082009,5,31.0
134,20082009,K,32.0
136,20012002,1,22.0
136,20012002,2,24.0
136,20012002,3,33.0
136,20012002,4,18.0
136,20012002,5,24.0
136,20012002,K,31.0
136,20022003,1,29.0
136,20022003,2,22.0
136,20022003,3,26.0
136,20022003,4,31.0
136,20022003,5,20.0
136,20022003,K,21.0
136,20032004,1,26.0
136,20032004,2,29.0
136,20032004,3,24.0
136,20032004,4,30.0
136,20032004,5,28.0
136,20032004,K,23.0
136,20042005,1,24.0
136,20042005,2,25.0
136,20042005,3,27.0
136,20042005,4,22.0
136,20042005,5,28.0
136,20042005,K,34.0
136,20052006,1,31.0
136,20052006,2,29.0
136,20052006,3,25.0
136,20052006,4,27.0
136,20052006,5,25.0
136,20052006,K,22.0
136,20062007,1,17.0
136,20062007,2,29.0
136,20062007,3,30.0
136,20062007,4,26.0
136,20062007,5,30.0
136,20062007,K,35.0
136,20072008,1,34.0
136,20072008,2,17.0
136,20072008,3,30.0
136,20072008,4,28.0
136,20072008,5,26.0
136,20072008,K,28.0
136,20082009,1,31.0
136,20082009,2,33.0
136,20082009,3,15.0
136,20082009,4,26.0
136,20082009,5,29.0
136,20082009,K,26.0
138,20012002,1,18.0
138,20012002,2,6.0
138,20012002,3,20.0
138,20012002,4,7.0
138,20012002,5,15.0
138,20012002,K,13.0
138,20022003,1,12.0
138,20022003,2,16.0
138,20022003,3,7.0
138,20022003,4,18.0
138,20022003,5,7.0
138,20022003,K,15.0
138,20032004,1,14.0
138,20032004,2,14.0
138,20032004,3,12.0
138,20032004,4,5.0
138,20032004,5,16.0
138,20032004,K,11.0
138,20042005,1,8.0
138,20042005,2,14.0
138,20042005,3,17.0
138,20042005,4,12.0
138,20042005,5,6.0
138,20042005,K,15.0
138,20052006,1,19.0
138,20052006,2,9.0
138,20052006,3,15.0
138,20052006,4,15.0
138,20052006,5,11.0
138,20052006,K,14.0
138,20062007,1,18.0
138,20062007,2,22.0
138,20062007,3,13.0
138,20062007,4,15.0
138,20062007,5,15.0
138,20062007,K,15.0
138,20072008,1,12.0
138,20072008,2,14.0
138,20072008,3,20.0
138,20072008,4,8.0
138,20072008,5,11.0
138,20072008,K,10.0
138,20082009,1,8.0
138,20082009,2,14.0
138,20082009,3,14.0
138,20082009,4,18.0
138,20082009,5,12.0
138,20082009,K,24.0
140,20012002,1,13.0
140,20012002,2,11.0
140,20012002,3,9.0
140,20012002,4,9.0
140,20012002,5,7.0
140,20012002,K,15.0
140,20022003,1,17.0
140,20022003,2,12.0
140,20022003,3,8.0
140,20022003,4,12.0
140,20022003,5,9.0
140,20022003,K,19.0
140,20032004,1,18.0
140,20032004,2,15.0
140,20032004,3,14.0
140,20032004,4,8.0
140,20032004,5,10.0
140,20032004,K,13.0
140,20042005,1,16.0
140,20042005,2,18.0
140,20042005,3,17.0
140,20042005,4,12.0
140,20042005,5,8.0
140,20042005,K,5.0
140,20052006,1,6.0
140,20052006,2,18.0
140,20052006,3,17.0
140,20052006,4,16.0
140,20052006,5,12.0
140,20052006,K,8.0
140,20062007,1,8.0
140,20062007,2,7.0
140,20062007,3,20.0
140,20062007,4,16.0
140,20062007,5,14.0
140,20062007,K,7.0
140,20072008,1,5.0
140,20072008,2,7.0
140,20072008,3,6.0
140,20072008,4,18.0
140,20072008,5,15.0
140,20072008,K,8.0
140,20082009,1,9.0
140,20082009,2,3.0
140,20082009,3,7.0
140,20082009,4,6.0
140,20082009,5,19.0
140,20082009,K,6.0
142,20012002,1,32.0
142,20012002,2,26.0
142,20012002,3,15.0
142,20012002,4,12.0
142,20012002,5,15.0
142,20012002,K,21.0
142,20022003,1,20.0
142,20022003,2,25.0
142,20022003,3,18.0
142,20022003,4,15.0
142,20022003,5,12.0
142,20022003,K,29.0
142,20032004,1,24.0
142,20032004,2,24.0
142,20032004,3,21.0
142,20032004,4,21.0
142,20032004,5,22.0
142,20032004,K,20.0
142,20042005,1,20.0
142,20042005,2,19.0
142,20042005,3,21.0
142,20042005,4,20.0
142,20042005,5,23.0
142,20042005,K,25.0
142,20052006,1,23.0
